time,angle,tone,sound
6.76,-102.38,False,False
6.82,-100.78,False,False
6.87,-102.38,False,False
6.92,-102.38,False,False
6.98,-102.38,False,False
7.03,-101.04,False,False
7.08,-102.38,False,False
7.14,-102.38,False,False
7.19,-101.04,False,False
7.24,-102.38,False,False
7.29,-100.78,False,False
7.35,-101.04,False,False
7.4,-101.04,False,False
7.45,-101.71,False,False
7.5,-100.78,False,False
7.55,-102.38,False,False
7.61,-102.38,False,False
7.66,-101.71,False,False
7.74,-101.71,False,False
7.79,-101.04,False,False
7.84,-101.04,False,False
7.89,-100.78,False,False
7.95,-102.38,False,False
8.0,-101.04,False,False
8.05,-101.04,False,False
8.1,-101.04,False,False
8.16,-101.04,False,False
8.21,-100.78,False,False
8.26,-100.78,False,False
8.31,-101.04,False,False
8.36,-101.04,False,False
8.42,-100.91,False,False
8.47,-101.04,False,False
8.52,-101.04,True,False
8.57,-101.04,True,False
8.62,-100.91,True,False
8.68,-101.04,True,False
8.73,-100.78,True,False
8.78,-101.04,True,False
8.83,-100.78,True,False
8.88,-101.04,True,False
8.94,-103.71,True,False
8.99,-103.71,True,False
9.04,-103.71,True,False
9.1,-103.71,True,False
9.18,-104.38,True,False
9.23,-99.46,True,False
9.28,-102.53,True,False
9.34,-101.0,True,False
9.39,-99.46,True,False
9.44,-36.87,True,False
9.5,30.96,True,False
9.56,30.96,True,False
9.61,28.61,True,False
9.66,26.57,True,False
9.72,18.43,True,False
9.78,21.8,True,False
9.84,30.96,True,False
9.89,19.98,True,False
9.95,21.8,True,False
10.01,9.46,True,False
10.06,9.46,True,False
10.11,11.31,True,False
10.17,9.46,True,False
10.22,0.0,True,False
10.28,-32.01,True,False
10.33,-59.04,True,False
10.38,-63.43,True,False
10.43,-66.8,True,False
10.48,-63.43,True,False
10.54,-66.8,True,False
10.59,-66.8,True,False
10.67,-60.26,True,False
10.72,-69.44,True,False
10.77,-75.96,True,False
10.82,-75.96,True,False
10.87,-71.57,True,False
10.93,-81.47,True,False
10.98,-78.69,True,False
11.03,-78.69,True,False
11.08,-74.74,True,False
11.13,-74.74,True,False
11.19,-74.74,True,False
11.24,-79.7,True,False
11.29,-74.74,True,False
11.34,-80.54,True,False
11.4,-77.01,True,False
11.45,-81.87,True,False
11.5,-81.87,True,False
11.56,-81.87,True,False
11.61,-81.87,True,False
11.67,-82.41,True,False
11.72,-78.69,True,False
11.78,-78.69,True,False
11.84,-82.41,True,False
11.89,-82.87,True,False
11.94,-82.87,True,False
12.0,-82.87,True,False
12.07,-82.87,True,False
12.13,-82.87,True,False
12.18,-86.53,True,False
12.23,-86.63,True,False
12.28,-83.29,True,False
12.33,-82.87,True,False
12.39,-83.29,True,False
12.44,-82.87,True,False
12.49,-86.63,True,False
12.55,-86.42,True,False
12.6,-86.42,True,False
12.66,-86.42,True,False
12.71,-86.63,True,False
12.76,-83.29,True,False
12.81,-83.29,True,False
12.87,-83.29,True,False
12.92,-83.29,True,False
12.97,-83.29,True,False
13.02,-83.29,True,False
13.07,-83.29,True,False
13.12,-82.87,True,False
13.18,-83.29,True,False
13.23,-82.87,True,False
13.28,-82.87,True,False
13.33,-83.29,True,False
13.39,-81.63,True,False
13.44,-83.66,True,False
13.52,-83.66,True,False
13.57,-83.99,True,False
13.62,-83.99,True,False
13.67,-83.99,True,False
13.72,-81.03,True,False
13.77,-83.99,True,False
13.83,-86.99,True,False
13.88,-86.99,True,False
13.93,-87.14,True,False
13.98,-87.14,True,False
14.03,-87.14,True,False
14.09,-84.29,True,False
14.14,-84.29,True,False
14.19,-85.71,True,False
14.24,-84.56,True,False
14.3,-87.27,True,False
14.35,-87.14,True,False
14.41,-87.21,True,False
14.46,-87.27,True,False
14.51,-87.27,True,False
14.56,-87.27,True,False
14.61,-85.91,True,False
14.66,-84.56,True,False
14.72,-87.27,True,False
14.77,-87.14,True,False
14.82,-86.99,True,False
14.89,-85.91,True,False
14.95,-90.0,True,False
15.0,-90.0,True,False
15.05,-90.0,True,False
15.1,-85.24,True,False
15.15,-83.88,True,False
15.2,-86.42,True,False
15.26,-86.63,True,False
15.31,-83.29,True,False
15.36,-83.29,True,False
15.41,-83.29,True,False
15.46,-83.29,True,False
15.51,-83.29,True,False
15.57,-83.29,True,False
15.62,-83.29,True,False
15.68,-83.29,True,False
15.73,-83.29,True,False
15.79,-79.99,True,False
15.84,-83.29,True,False
15.89,-83.29,True,False
15.94,-83.29,True,False
15.99,-86.82,True,False
16.05,-86.82,True,False
16.1,-83.66,True,False
16.15,-83.99,True,False
16.2,-83.99,True,False
16.25,-83.99,True,False
16.33,-86.82,True,False
16.38,-86.82,True,False
16.44,-83.66,True,False
16.49,-85.24,False,False
16.54,-86.82,False,False
16.6,-86.82,False,False
16.65,-86.99,False,False
16.71,-86.99,False,False
16.76,-86.99,False,False
16.81,-86.99,False,False
16.86,-86.99,False,False
16.92,-87.14,False,False
16.97,-87.14,False,False
17.02,-90.0,False,False
17.08,-87.14,False,False
17.13,-90.0,False,False
17.19,-90.0,False,False
17.24,-88.57,False,False
17.29,-87.14,False,False
17.35,-90.0,False,False
17.4,-87.14,False,False
17.45,-90.0,False,False
17.51,-90.0,False,False
17.56,-90.0,False,False
17.62,-87.14,False,False
17.67,-87.27,False,False
17.72,-90.0,False,False
17.79,-90.0,False,False
17.85,-90.0,False,False
17.9,-90.0,False,False
17.95,-87.27,False,False
18.0,-87.51,False,False
18.06,-85.24,False,False
18.11,-85.43,False,False
18.17,-85.43,False,False
18.22,-85.43,False,False
18.28,-83.66,False,False
18.33,-82.41,False,False
18.38,-82.65,False,False
18.44,-80.84,False,False
18.49,-82.65,False,False
18.55,-80.84,False,False
18.6,-82.87,False,False
18.66,-82.87,False,False
18.71,-82.87,False,False
18.77,-82.87,False,False
18.82,-81.12,False,False
18.88,-81.12,False,False
18.93,-82.87,False,False
18.99,-81.12,False,False
19.04,-84.64,False,False
19.09,-82.87,False,False
19.14,-84.64,False,False
19.22,-84.64,False,False
19.27,-84.64,False,False
19.32,-84.64,False,False
19.38,-84.64,False,False
19.43,-84.64,False,False
19.48,-84.64,False,False
19.53,-84.64,False,False
19.58,-84.64,False,False
19.63,-84.64,False,False
19.69,-84.64,False,False
19.74,-84.64,False,False
19.79,-86.42,False,False
19.84,-86.42,False,False
19.89,-86.31,False,False
19.95,-86.31,False,False
20.0,-84.47,False,False
20.06,-84.47,False,False
20.11,-84.47,False,False
20.16,-86.31,False,False
20.21,-86.31,False,False
20.26,-86.31,False,False
20.31,-86.31,False,False
20.37,-86.31,False,False
20.42,-86.31,False,False
20.47,-86.31,False,False
20.52,-86.31,False,False
20.57,-86.25,False,False
20.65,-86.19,False,False
20.7,-86.19,False,False
20.76,-84.29,False,False
20.81,-84.29,False,False
20.86,-84.29,False,False
20.91,-86.19,False,False
20.96,-86.19,False,False
21.01,-86.19,False,False
21.06,-86.19,False,False
21.12,-86.19,False,False
21.17,-86.19,False,False
21.22,-85.07,False,False
21.27,-86.05,False,False
21.33,-86.05,False,False
21.38,-86.05,False,False
21.44,-86.05,False,False
21.49,-86.12,False,False
21.55,-86.19,False,False
21.6,-86.19,False,False
21.65,-86.19,False,False
21.7,-86.19,False,False
21.76,-86.19,False,False
21.81,-85.24,False,False
21.86,-86.19,False,False
22.91,-86.19,False,True
22.97,-147.12,False,True
23.04,-152.1,False,True
23.09,-152.1,False,True
23.15,-152.1,False,True
23.2,-151.67,False,True
23.25,-151.87,False,True
23.3,-148.09,False,True
23.35,-138.81,False,True
23.41,-138.81,False,True
23.46,-138.81,False,True
23.51,-138.81,False,True
23.56,-138.24,False,True
23.62,-138.24,False,True
23.67,-153.9,False,True
23.72,-149.04,False,True
23.78,-149.04,False,True
23.83,-149.04,False,True
23.88,-142.13,False,True
23.94,75.96,False,True
23.99,90.0,False,True
24.05,87.27,False,True
24.1,86.63,False,True
24.16,90.0,False,True
24.21,112.48,False,True
24.26,118.79,False,True
24.31,118.53,False,True
24.37,122.35,False,True
24.42,129.23,False,True
24.49,100.41,False,True
24.55,,False,True
24.6,121.69,False,True
24.65,116.31,False,True
24.7,116.32,False,True
24.76,116.33,False,True
24.81,116.57,False,True
24.87,115.86,False,True
24.93,115.87,False,True
24.98,124.66,False,True
25.03,131.67,False,True
25.08,131.63,False,True
25.14,131.63,False,True
25.19,131.37,False,True
25.24,131.63,False,True
25.3,131.63,False,True
25.35,131.37,False,True
25.4,131.34,False,True
25.46,131.34,False,True
25.51,131.07,False,True
25.57,131.34,False,True
25.62,131.63,False,True
25.68,125.8,False,True
25.73,118.46,False,True
25.79,118.04,False,True
25.84,117.52,False,True
25.9,117.63,False,True
25.98,117.85,False,True
26.03,117.85,False,True
26.08,118.07,False,True
26.14,117.63,False,True
26.19,117.85,False,True
26.24,117.52,False,True
26.29,117.63,False,True
26.35,117.44,False,True
26.4,116.1,False,True
26.45,115.64,False,True
26.5,115.64,False,True
26.55,115.17,False,True
26.6,115.64,False,True
26.65,115.75,False,True
26.71,115.4,False,True
26.76,115.62,False,True
26.81,115.62,False,True
26.87,115.4,False,True
26.92,115.4,False,True
26.97,115.4,False,True
27.02,115.4,False,True
27.07,115.4,False,True
27.12,115.4,False,True
27.18,114.44,False,True
27.23,113.96,False,True
27.28,112.73,False,True
27.36,107.72,False,True
27.41,106.99,False,True
27.46,106.99,False,True
27.51,107.9,False,True
27.56,103.3,False,True
27.62,100.41,False,True
27.67,102.01,False,True
27.72,100.62,False,True
27.77,100.84,False,True
27.82,100.84,False,True
27.87,100.84,False,True
27.92,100.84,False,True
27.97,100.84,False,True
28.03,100.84,False,True
28.08,100.25,False,True
28.13,97.94,False,True
28.18,98.04,False,True
28.24,98.13,False,True
28.29,97.94,False,True
28.34,98.13,False,True
28.39,98.13,False,True
28.44,98.13,False,True
28.49,96.79,False,True
28.54,96.79,False,True
28.6,96.95,False,True
28.65,96.95,False,True
28.7,96.95,False,True
28.77,96.95,False,True
28.82,96.95,False,True
28.88,96.95,False,True
28.93,96.87,False,True
28.98,96.95,False,True
29.03,96.95,False,True
29.08,96.95,False,True
29.13,96.95,False,True
29.18,96.95,False,True
29.23,96.79,False,True
29.28,98.13,False,True
29.33,96.79,False,True
29.39,96.79,False,True
29.44,98.13,False,True
29.49,98.13,False,True
29.54,98.13,False,True
29.59,98.13,False,True
29.65,98.13,False,True
29.71,98.33,False,True
29.76,98.13,False,True
29.81,98.13,False,True
29.87,98.13,False,True
29.93,96.95,False,True
29.98,97.21,False,True
30.03,97.31,False,True
30.09,97.13,False,True
30.16,97.31,False,True
30.22,95.71,False,True
30.27,95.71,False,True
30.32,97.13,False,True
30.38,97.13,False,True
30.43,97.13,False,True
30.48,97.13,False,True
30.52,97.13,False,True
30.58,95.71,False,True
30.63,94.76,False,True
30.68,94.09,False,True
30.73,94.09,False,True
30.78,94.09,False,True
30.84,94.09,False,True
30.89,93.99,False,True
30.94,93.99,False,True
30.99,93.99,False,True
31.04,93.99,False,True
31.09,93.99,False,True
31.14,93.99,False,True
31.19,93.9,False,True
31.25,95.08,False,True
31.3,95.08,False,True
31.35,95.08,False,True
31.4,95.08,False,True
31.45,95.08,False,True
31.51,95.08,False,True
31.59,95.08,False,True
31.64,95.08,False,True
31.7,95.31,False,True
31.75,95.31,False,True
31.8,95.44,False,True
31.86,96.26,False,True
31.91,96.26,False,True
31.96,95.57,False,True
32.02,96.26,False,True
32.07,95.57,False,True
32.12,95.57,False,True
32.17,95.71,False,True
32.22,94.4,False,True
32.27,95.86,False,True
32.32,94.4,False,True
32.37,94.76,False,True
32.42,95.47,False,True
32.48,99.32,False,True
32.53,99.87,False,True
32.58,99.73,False,True
32.63,102.26,False,True
32.68,127.66,False,True
32.73,129.69,False,True
32.79,129.69,False,False
32.84,129.41,False,False
32.89,129.41,False,False
32.94,129.41,False,False
33.02,129.35,False,False
33.07,122.51,False,False
33.12,113.73,False,False
33.17,98.97,False,False
33.22,103.63,False,False
33.28,87.61,False,False
33.33,94.24,False,False
33.38,100.71,False,False
33.43,-141.19,False,False
33.48,-117.85,False,False
33.53,,False,False
33.59,-136.27,False,False
33.64,-143.38,False,False
33.69,-130.86,False,False
33.74,-136.67,False,False
33.79,-145.65,False,False
33.85,,False,False
33.9,,False,False
33.95,-174.81,False,False
34.0,167.28,False,False
34.06,-124.38,False,False
34.11,,False,False
34.17,,False,False
34.22,-132.51,False,False
34.27,-128.05,False,False
34.32,-124.19,False,False
34.39,-123.93,False,False
34.45,-119.65,False,False
34.5,-129.54,False,False
34.55,-129.94,False,False
34.6,-129.54,False,False
34.65,-129.94,False,False
34.71,-129.94,False,False
34.76,-129.54,False,False
34.81,-129.54,False,False
34.86,-128.81,False,False
34.91,-130.91,False,False
34.96,-130.6,False,False
35.01,-130.6,False,False
35.06,-130.29,False,False
35.11,-130.6,False,False
35.16,-130.29,False,False
35.21,-130.6,False,False
35.26,-130.6,False,False
35.31,-130.6,False,False
35.36,-130.6,False,False
35.41,-130.6,False,False
35.47,-130.24,False,False
35.52,-130.24,False,False
35.57,-130.55,False,False
35.62,-130.18,False,False
35.67,-130.18,False,False
35.72,-130.18,False,False
35.8,-130.18,False,False
35.85,-129.81,False,False
35.9,-129.81,False,False
35.95,-129.81,False,False
36.0,-129.81,False,False
36.06,-129.81,False,False
36.11,-129.43,True,False
36.16,-129.43,True,False
36.21,-129.43,True,False
36.27,-129.43,True,False
36.32,-129.43,True,False
36.37,-129.43,True,False
36.42,-129.43,True,False
36.47,-129.05,True,False
36.52,-129.05,True,False
36.57,-129.36,True,False
36.62,-129.36,True,False
36.67,-129.36,True,False
36.73,-129.36,True,False
36.78,-129.36,True,False
36.84,-129.36,True,False
36.89,-129.36,True,False
36.95,-128.97,True,False
37.0,-128.97,True,False
37.05,-128.97,True,False
37.11,-128.97,True,False
37.18,-128.97,True,False
37.23,-128.97,True,False
37.29,-129.29,True,False
37.34,-128.97,True,False
37.39,-128.97,True,False
37.44,-128.9,True,False
37.49,-128.9,True,False
37.55,-128.9,True,False
37.6,-128.9,True,False
37.65,-128.9,True,False
37.71,-128.58,True,False
37.76,-128.9,True,False
37.81,-128.9,True,False
37.87,-128.58,True,False
37.92,-128.9,True,False
37.97,-128.5,True,False
38.03,-128.82,True,False
38.08,-128.5,True,False
38.13,-128.5,True,False
38.18,-128.5,True,False
38.23,-128.5,True,False
38.28,-128.42,True,False
38.34,-128.42,True,False
38.39,-127.69,True,False
38.44,-127.69,True,False
38.49,-127.85,True,False
38.54,-128.01,True,False
38.62,-127.69,True,False
38.67,-128.01,True,False
38.72,-127.28,True,False
38.78,-127.6,True,False
38.83,-127.6,True,False
38.88,-127.28,True,False
38.93,-127.6,True,False
38.99,-126.14,True,False
39.04,-125.72,True,False
39.09,-125.72,True,False
39.15,-125.72,True,False
39.2,-125.93,True,False
39.25,-121.74,True,False
39.31,-121.9,True,False
39.36,-121.48,True,False
39.41,-121.48,True,False
39.47,-120.05,True,False
39.52,-118.92,True,False
39.57,-118.92,True,False
39.62,-119.1,True,False
39.67,-118.46,True,False
39.73,-118.46,True,False
39.78,-117.61,True,False
39.84,-116.77,True,False
39.89,-116.57,True,False
39.94,-116.57,True,False
39.99,-116.57,True,False
40.07,-116.15,True,False
40.12,-116.15,True,False
40.17,-115.13,True,False
40.22,-115.13,True,False
40.28,-115.13,True,False
40.33,-115.13,True,False
40.38,-114.52,True,False
40.44,-114.52,True,False
40.49,-114.52,True,False
40.54,-114.93,True,False
40.6,-114.52,True,False
40.65,-114.52,True,False
40.7,-114.52,True,False
40.75,-114.33,True,False
40.81,-113.92,True,False
40.86,-114.1,True,False
40.95,-114.1,True,False
41.0,-114.1,True,False
41.05,-114.1,True,False
41.11,-114.1,True,False
41.16,-114.1,True,False
41.21,-114.52,True,False
41.27,-114.33,True,False
41.32,-114.22,True,False
41.37,-114.1,True,False
41.42,-114.1,True,False
41.5,-114.29,True,False
41.55,-114.29,True,False
41.6,-114.48,True,False
41.65,-114.9,True,False
41.71,-114.48,True,False
41.76,-114.48,True,False
41.82,-114.48,True,False
41.87,-114.48,True,False
41.92,-114.68,True,False
41.98,-114.68,True,False
42.03,-114.68,True,False
42.08,-114.68,True,False
42.14,-114.68,True,False
42.2,-114.68,True,False
42.25,-114.87,True,False
42.32,-114.87,True,False
42.38,-114.87,True,False
42.43,-114.87,True,False
42.48,-115.07,True,False
42.54,-115.71,True,False
42.59,-115.71,True,False
42.65,-115.71,True,False
42.7,-115.71,True,False
42.76,-115.71,True,False
42.81,-115.71,True,False
42.86,-115.71,True,False
42.91,-115.71,True,False
42.99,-115.71,True,False
43.05,-115.71,True,False
43.1,-115.92,True,False
43.15,-115.92,True,False
43.21,-115.92,True,False
43.26,-115.92,True,False
43.31,-115.92,True,False
43.37,-115.92,True,False
43.42,-115.92,True,False
43.47,-116.13,True,False
43.52,-116.13,True,False
43.57,-115.69,True,False
43.63,-116.13,True,False
43.68,-115.91,True,False
43.73,-115.91,True,False
43.79,-116.13,True,False
43.84,-115.69,True,False
43.89,-115.69,True,False
43.95,-115.69,True,False
44.0,-115.69,True,False
44.05,-115.69,True,False
44.11,-115.91,True,False
44.16,-115.69,True,False
44.21,-115.91,True,False
44.27,-115.91,True,False
44.32,-115.91,True,False
44.41,-115.91,True,False
44.46,-115.91,True,False
44.52,-115.91,True,False
44.57,-115.91,True,False
44.62,-115.91,True,False
44.68,-115.91,True,False
44.73,-115.91,True,False
44.78,-115.91,True,False
44.84,-115.46,True,False
44.89,-115.69,True,False
44.94,-115.46,True,False
44.99,-115.46,True,False
45.04,-115.57,True,False
45.09,-115.68,True,False
45.15,-115.68,True,False
45.2,-115.68,True,False
45.25,-115.68,True,False
45.3,-115.68,True,False
45.35,-115.68,True,False
45.4,-115.68,True,False
45.46,-115.23,True,False
45.51,-115.68,True,False
45.56,-115.45,True,False
45.61,-115.23,True,False
45.67,-115.23,True,False
45.72,-115.23,True,False
45.77,-115.23,True,False
45.85,-115.23,True,False
45.9,-115.23,True,False
45.95,-115.45,True,False
46.0,-115.23,True,False
46.05,-115.23,True,False
46.11,-115.23,True,False
46.16,-115.23,True,False
46.21,-115.44,True,False
46.27,-115.66,True,False
46.32,-115.66,True,False
46.38,-115.66,True,False
46.43,-115.66,True,False
46.49,-115.66,True,False
46.54,-115.66,True,False
46.6,-116.11,True,False
46.65,-115.66,True,False
46.71,-115.66,True,False
46.76,-115.66,True,False
46.82,-116.34,True,False
46.87,-115.88,True,False
46.92,-116.34,True,False
46.97,-115.88,True,False
47.03,-115.88,True,False
47.08,-116.34,True,False
47.13,-115.88,True,False
47.18,-115.88,True,False
47.24,-115.88,True,False
47.31,-116.34,True,False
47.37,-115.88,True,False
47.42,-115.88,True,False
47.48,-115.88,True,False
47.53,-115.88,True,False
47.58,-115.88,True,False
47.63,-115.88,True,False
47.69,-115.88,True,False
47.74,-115.88,True,False
47.79,-115.88,True,False
47.84,-115.88,True,False
47.9,-117.26,True,False
47.95,-117.26,True,False
48.0,-117.71,True,False
48.05,-117.71,True,False
48.1,-117.83,True,False
48.16,-117.95,True,False
48.21,-117.95,True,False
48.26,-118.41,True,False
48.31,-117.95,True,False
48.37,-118.18,True,False
48.42,-118.41,True,False
48.47,-118.41,True,False
48.52,-118.41,True,False
48.58,-118.65,True,False
48.63,-118.65,True,False
48.71,-118.65,True,False
48.77,-118.19,True,False
48.82,-118.42,True,False
48.88,-118.19,True,False
48.93,-118.19,True,False
48.99,-118.19,True,False
49.04,-118.19,True,False
49.1,-118.19,True,False
49.15,-118.19,True,False
49.21,-118.19,True,False
49.26,-118.19,True,False
49.32,-118.19,True,False
49.37,-118.19,True,False
49.42,-118.19,True,False
49.47,-118.19,True,False
49.53,-118.19,True,False
49.58,-118.19,True,False
49.63,-118.19,True,False
49.68,-117.98,True,False
49.73,-117.98,True,False
49.79,-117.98,True,False
49.84,-117.98,True,False
49.9,-117.98,True,False
49.95,-117.73,True,False
50.0,-117.98,True,False
50.05,-117.98,True,False
50.11,-117.98,True,False
50.18,-117.98,True,False
50.23,-117.98,True,False
50.29,-117.98,True,False
50.34,-117.98,True,False
50.39,-117.98,True,False
50.45,-117.98,True,False
50.5,-117.86,True,False
50.55,-117.27,True,False
50.6,-117.98,True,False
50.66,-117.27,True,False
50.71,-118.48,True,False
50.77,-120.55,True,False
50.82,-120.41,True,False
50.88,-120.41,True,False
50.93,-120.87,True,False
50.99,-121.01,True,False
51.04,-121.15,True,False
51.1,-121.15,True,False
51.15,-121.15,True,False
51.2,-121.15,True,False
51.25,-121.15,True,False
51.31,-121.15,True,False
51.36,-121.15,True,False
51.41,-121.15,True,False
51.46,-121.15,True,False
51.51,-121.15,True,False
51.59,-121.15,True,False
51.64,-121.15,True,False
51.69,-121.15,True,False
51.75,-121.43,True,False
51.8,-121.43,True,False
51.86,-121.43,False,False
51.91,-121.43,False,False
51.96,-121.43,False,False
52.01,-121.43,False,False
52.07,-121.43,False,False
52.12,-121.15,False,False
52.17,-121.43,False,False
52.22,-121.43,False,False
52.27,-121.43,False,False
52.33,-121.43,False,False
52.38,-121.43,False,False
52.43,-121.43,False,False
52.49,-121.43,False,False
52.54,-121.43,False,False
52.59,-121.43,False,False
52.64,-120.96,False,False
52.69,-120.96,False,False
52.75,-120.96,False,False
52.8,-120.96,False,False
52.86,-120.96,False,False
52.91,-120.96,False,False
52.96,-120.96,False,False
53.04,-120.96,False,False
53.09,-120.96,False,False
53.15,-120.96,False,False
53.2,-120.96,False,False
53.25,-120.96,False,False
53.31,-120.96,False,False
53.36,-120.96,False,False
53.41,-120.96,False,False
53.46,-120.96,False,False
53.51,-120.96,False,False
53.57,-120.96,False,False
53.62,-120.96,False,False
53.67,-120.49,False,False
53.72,-120.49,False,False
53.77,-120.49,False,False
53.82,-120.49,False,False
53.88,-120.49,False,False
53.93,-120.49,False,False
53.98,-120.49,False,False
54.04,-120.49,False,False
54.09,-120.49,False,False
54.14,-120.26,False,False
54.19,-120.02,False,False
54.25,-120.02,False,False
54.3,-120.02,False,False
54.35,-120.02,False,False
54.4,-120.02,False,False
54.47,-120.02,False,False
54.53,-120.02,False,False
54.58,-120.02,False,False
54.63,-120.02,False,False
54.68,-120.02,False,False
54.74,-120.02,False,False
54.79,-120.02,False,False
54.85,-120.02,False,False
54.9,-119.54,False,False
54.95,-120.02,False,False
55.0,-120.02,False,False
55.05,-120.02,False,False
55.11,-120.02,False,False
55.16,-119.54,False,False
55.21,-120.02,False,False
55.26,-119.54,False,False
55.32,-120.02,False,False
55.37,-120.02,False,False
55.42,-119.54,False,False
55.47,-120.02,False,False
55.52,-119.54,False,False
55.57,-120.02,False,False
55.63,-119.54,False,False
55.68,-120.02,False,False
55.73,-119.54,False,False
55.78,-120.02,False,False
55.86,-120.02,False,False
55.92,-119.54,False,False
55.98,-119.54,False,False
56.04,-119.78,False,False
56.09,-119.54,False,False
56.15,-119.54,False,False
56.2,-119.54,False,False
56.25,-119.54,False,False
56.31,-119.54,False,False
56.36,-119.54,False,False
56.41,-119.54,False,False
56.47,-119.68,False,False
56.52,-119.54,False,False
56.57,-119.54,False,False
56.62,-119.68,False,False
56.68,-119.81,False,False
56.73,-119.81,False,False
56.78,-119.81,False,False
56.83,-119.81,False,False
56.89,-119.81,False,False
56.94,-119.54,False,False
56.99,-119.81,False,False
57.04,-119.33,False,False
57.09,-119.33,False,False
57.15,-119.81,False,False
57.2,-119.05,False,False
57.25,-119.54,False,False
57.33,-119.05,False,False
57.38,-119.33,False,False
57.43,-119.05,False,False
57.48,-119.33,False,False
57.53,-119.33,False,False
57.59,-119.05,False,False
57.64,-119.19,False,False
57.7,-119.05,False,False
57.75,-119.33,False,False
57.81,-119.33,False,False
57.86,-119.33,False,False
57.92,-119.33,False,False
57.97,-119.33,False,False
58.03,-119.19,False,False
58.09,-119.33,False,False
58.14,-119.33,False,False
58.19,-119.33,False,False
58.24,-119.33,False,False
58.3,-118.95,False,False
58.35,-119.33,False,False
58.4,-119.19,False,False
58.45,-119.33,False,False
59.51,-119.33,False,True
59.56,-118.52,False,True
59.61,-118.52,False,True
59.67,-118.52,False,True
59.75,-118.79,False,True
59.8,-118.52,False,True
59.85,-118.65,False,True
59.9,-118.79,False,True
59.96,-118.79,False,True
60.01,-118.79,False,True
60.06,-118.79,False,True
60.11,-118.52,False,True
60.17,-118.79,False,True
60.22,-118.79,False,True
60.28,-118.79,False,True
60.33,-118.79,False,True
60.39,-118.79,False,True
60.44,-118.79,False,True
60.5,-118.79,False,True
60.55,-118.79,False,True
60.6,-118.79,False,True
60.66,-118.79,False,True
60.71,-118.79,False,True
60.76,-118.79,False,True
60.82,-118.79,False,True
60.87,-118.79,False,True
60.92,-118.79,False,True
60.98,-118.3,False,True
61.03,-118.3,False,True
61.08,-118.3,False,True
61.13,-118.79,False,True
61.21,-118.3,False,True
61.26,-118.3,False,True
